# Overall Packet Count: 7814
# Overall Total Bytes: 11201786
# Overall Average Packet Size (Bytes): 1433.55
# Overall Capture Duration (Seconds): 1173.000
# Overall Average Rate (Mbps): 0.076

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.3,3489,5702182,19,2.4009187368421054,40.550896
10.10.10.1,10.10.10.4,3123,5216384,18,2.318392888888889,20.1796
172.30.0.11,192.168.254.2,999,265684,32,0.066421,0.166336
172.30.0.1,172.30.0.11,134,12934,24,0.004311333333333334,0.028296
172.30.0.1,172.30.0.14,11,638,8,0.000638,0.000928
172.30.0.1,172.30.0.15,7,406,4,0.000812,0.000928
172.30.0.11,23.155.40.38,4,364,1,0.002912,0.002912
172.30.0.1,172.30.0.13,6,348,3,0.000928,0.000928
172.30.0.1,172.30.0.12,5,290,3,0.0007733333333333333,0.000928
fe80::7844:7eff:fed5:8b65,ff02::2,2,142,1,0.001136,0.001136
fe80::ecab:6bff:fe29:4c11,ff02::2,2,142,1,0.001136,0.001136
fe80::e0e3:12ff:fed3:b280,ff02::2,2,142,1,0.001136,0.001136
fe80::cc80:88ff:fe8b:3d91,ff02::2,2,142,1,0.001136,0.001136
fe80::c0ed:28ff:fe20:e800,ff02::2,2,142,1,0.001136,0.001136
fe80::b024:4aff:fee7:94d7,ff02::2,2,142,1,0.001136,0.001136
fe80::88d3:92ff:fe76:39d3,ff02::2,2,142,1,0.001136,0.001136
fe80::78f2:4ff:fe31:15dc,ff02::2,2,142,1,0.001136,0.001136
fe80::482b:1ff:fe7a:6453,ff02::2,2,142,1,0.001136,0.001136
fe80::74f9:d8ff:fef6:967d,ff02::2,2,142,1,0.001136,0.001136
fe80::6c4c:1cff:feda:ada8,ff02::2,2,142,1,0.001136,0.001136
fe80::5816:59ff:fe92:4cc9,ff02::2,2,142,1,0.001136,0.001136
fe80::50ff:a0ff:fe48:44a5,ff02::2,2,142,1,0.001136,0.001136
fe80::28e7:ff:fe16:2d33,ff02::2,2,142,1,0.001136,0.001136
fe80::24e8:a0ff:fe2d:a30c,ff02::2,2,142,1,0.001136,0.001136
fe80::1ce1:86ff:fe5b:25a,ff02::2,2,142,1,0.001136,0.001136
fe80::1cc8:21ff:feb8:3f41,ff02::2,2,142,1,0.001136,0.001136
fe80::fcaa:27ff:fe8a:3f96,ff02::2,2,142,1,0.001136,0.001136
