Name,Duration,AvgCpuPercent,MaxCpuUsage,DataPoints
server.py,758.0,71.98394308819032,87.39821537457193,147
discern-file-so,239.0,59.59398606358431,81.80859817018148,47
discern-proc-so,1150.0,2.128523399971551,5.964686889625017,225
jbd2/vda2-8,1156.0,0.45925318243783014,0.592835900326485,224
discern-network,1156.0,0.4390913028768408,0.48042054779100996,224
discern-logs-so,993.0,0.29025458838093005,0.31982223593130416,193
kswapd0,309.0,0.215218283350899,0.22835063338950018,61
python3,12.0,0.7487938183957876,0.855786003971248,2
systemd-journal,6.0,0.24279193211781344,0.2427919321178134,1
systemd,3.0,0.3783488198870503,0.3783488198870503,1
