timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port
1759176199,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0
1759176199,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0
1759176199,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.163,0,0
1759176199,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.163,0,0
1759176199,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0
1759176199,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0
1759176199,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0
1759176199,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0
1759176199,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0
1759176199,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0
1759176199,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0
1759176199,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0
1759176199,any,92,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0
1759176199,eth0,90,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0
1759176199,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0
1759176199,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0
1759176199,eth2,110,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0
1759176199,any,112,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::179,0,0
1759176199,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0
1759176199,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0
1759176200,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0
1759176200,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0
1759176200,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0
1759176200,any,72,N/A,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0
1759176200,eth2,70,Ethernet,IPv6,ICMP,fe80::28c8:aff:fe40:170,ff02::204,0,0
1759176200,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0
1759176200,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0
1759176201,any,72,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0
1759176201,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0
1759176201,any,110,N/A,N/A,N/A,N/A,N/A,0,0
1759176201,eth0,108,Ethernet,N/A,N/A,N/A,N/A,0,0
1759176201,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0
1759176201,any,72,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0
1759176202,any,92,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0
1759176202,eth0,90,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0
1759176202,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0
1759176202,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759176202,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759176202,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759176202,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759176202,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0
1759176202,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0
1759176202,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0
1759176202,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0
1759176202,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0
1759176202,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0
