timestamp,device_id,interface_name,action,hardware_addr,ips
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,dbus-session,Added,N/A,
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,eth0,Added,ee:ae:de:83:67:06,172.30.0.176; fe80::ecae:deff:fe83:178
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,eth1,Added,0e:53:bb:6e:fe:df,107.125.128.38; fe80::c53:bbff:fe6e:184
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,any,Added,N/A,
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,bluetooth-monitor,Added,N/A,
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,dbus-system,Added,N/A,
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,eth2,Added,96:2e:e7:c8:fd:29,10.0.10.200; fe80::942e:e7ff:fec8:84
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,nflog,Added,N/A,
1759263175,telnet1.bnsdq.ozxfs.laefh.kvugl,nfqueue,Added,N/A,
