# Overall Packet Count: 56682
# Overall Total Bytes: 22018658
# Overall Average Packet Size (Bytes): 388.46
# Overall Capture Duration (Seconds): 3779.000
# Overall Average Rate (Mbps): 0.047

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.11,192.168.254.2,47458,20288532,874,0.1857073867276888,1.049008
10.10.10.1,10.10.10.2,8194,1660200,943,0.01408441145281018,0.801368
172.30.0.1,172.30.0.11,314,25372,118,0.001720135593220339,0.023408
172.30.0.1,172.30.0.35,21,1218,11,0.0008858181818181818,0.000928
172.30.0.1,172.30.0.32,20,1160,10,0.000928,0.000928
172.30.0.1,172.30.0.31,20,1160,10,0.000928,0.000928
172.30.0.1,172.30.0.24,18,1044,10,0.0008352,0.000928
172.30.0.1,172.30.0.39,18,1044,10,0.0008352,0.000928
172.30.0.1,172.30.0.37,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.36,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.29,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.28,18,1044,10,0.0008352,0.000928
172.30.0.1,172.30.0.26,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.25,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.33,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.19,18,1044,11,0.0007592727272727272,0.000928
172.30.0.1,172.30.0.18,18,1044,10,0.0008352,0.000928
172.30.0.1,172.30.0.13,18,1044,9,0.000928,0.000928
172.30.0.1,172.30.0.27,17,986,9,0.0008764444444444444,0.000928
172.30.0.1,172.30.0.12,17,986,10,0.0007888,0.000928
172.30.0.1,172.30.0.34,17,986,9,0.0008764444444444444,0.000928
172.30.0.1,172.30.0.14,17,986,9,0.0008764444444444444,0.000928
172.30.0.1,172.30.0.23,16,928,8,0.000928,0.000928
172.30.0.1,172.30.0.38,16,928,8,0.000928,0.000928
172.30.0.1,172.30.0.21,16,928,8,0.000928,0.000928
172.30.0.1,172.30.0.17,16,928,8,0.000928,0.000928
172.30.0.1,172.30.0.16,16,928,8,0.000928,0.000928
172.30.0.1,172.30.0.20,15,870,9,0.0007733333333333333,0.000928
172.30.0.1,172.30.0.22,15,870,8,0.00087,0.000928
172.30.0.1,172.30.0.40,14,812,8,0.000812,0.000928
149.28.200.179,172.30.0.11,8,728,2,0.002912,0.002912
172.30.0.1,172.30.0.30,13,684,9,0.000608,0.000928
172.30.0.1,172.30.0.15,8,464,4,0.000928,0.000928
