timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port
1759306577,eth0,110,Ethernet,IPv6,ICMP,fe80::5443:5fff:fe98:142,ff02::179,0,0
1759306577,any,112,N/A,IPv6,ICMP,fe80::5443:5fff:fe98:142,ff02::179,0,0
1759306577,any,112,N/A,IPv6,ICMP,fe80::1441:57ff:fe58:96,ff02::179,0,0
1759306577,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:57ff:fe58:96,ff02::179,0,0
1759306578,eth1,70,Ethernet,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::204,0,0
1759306578,any,72,N/A,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::204,0,0
1759306578,any,92,N/A,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::179,0,0
1759306578,eth0,90,Ethernet,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::179,0,0
1759306578,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0
1759306578,eth0,87,Ethernet,IPv6,UDP,fe80::d874:eff:fe4f:116,ff02::1:52,5355,5355
1759306578,any,89,N/A,IPv6,UDP,fe80::d874:eff:fe4f:116,ff02::1:52,5355,5355
1759306578,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759306578,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759306578,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759306578,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67
1759306578,any,112,N/A,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::179,0,0
1759306578,eth1,110,Ethernet,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::179,0,0
1759306578,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0
1759306578,any,56,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0
1759306578,any,112,N/A,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::179,0,0
1759306578,eth0,110,Ethernet,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::179,0,0
1759306578,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0
1759306578,any,44,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0
1759306578,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0
1759306578,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0
1759306578,any,72,N/A,IPv6,ICMP,fe80::5443:5fff:fe98:142,ff02::204,0,0
1759306578,eth1,70,Ethernet,IPv6,ICMP,fe80::1441:57ff:fe58:96,ff02::204,0,0
1759306578,eth0,70,Ethernet,IPv6,ICMP,fe80::5443:5fff:fe98:142,ff02::204,0,0
1759306578,eth0,110,Ethernet,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::179,0,0
1759306578,any,112,N/A,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::179,0,0
1759306578,any,117,N/A,N/A,N/A,N/A,N/A,0,0
1759306578,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0
1759306578,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0
1759306578,any,56,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0
1759306579,any,112,N/A,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::179,0,0
1759306579,eth1,110,Ethernet,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::179,0,0
1759306579,any,72,N/A,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::204,0,0
1759306579,eth1,70,Ethernet,IPv6,ICMP,fe80::6417:46ff:fe41:55,ff02::204,0,0
1759306579,eth0,70,Ethernet,IPv6,ICMP,fe80::d874:eff:fe4f:116,ff02::204,0,0
