timestamp,device_id,interface_name,action,hardware_addr,ips,malicious
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,eth0,Added,0a:f8:b2:c9:8a:8d,172.30.0.220; fe80::8f8:b2ff:fec9:65,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,eth1,Added,2a:3f:b1:79:69:63,1.1.2.134; fe80::283f:b1ff:fe79:38,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,bluetooth-monitor,Added,N/A,,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,nflog,Added,N/A,,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,lo,Added,N/A,127.0.0.1; ::105,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,eth2,Added,42:04:9c:27:65:00,10.0.2.116; fe80::4004:9cff:fe27:239,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,any,Added,N/A,,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,nfqueue,Added,N/A,,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-system,Added,N/A,,0
1759305718,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-session,Added,N/A,,0
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,eth1,Added,e2:04:fb:4b:8d:b2,10.10.10.68; fe80::e004:fbff:fe4b:200,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,nflog,Added,N/A,,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,nfqueue,Added,N/A,,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-system,Added,N/A,,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,lo,Added,N/A,127.0.0.1; ::105,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,eth0,Added,22:f1:68:82:bd:31,172.30.0.220; fe80::20f1:68ff:fe82:33,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,eth2,Added,86:de:dc:73:a3:c4,10.0.2.116; fe80::84de:dcff:fe73:143,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,any,Added,N/A,,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,bluetooth-monitor,Added,N/A,,1
1759305928,client-compromised.bnsdq.ozxfs.rzona-bomyo.kvugl,dbus-session,Added,N/A,,1
