timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port,malicious
1759286992,eth1,70,Ethernet,IPv6,ICMP,fe80::d8af:a5ff:fed3:142,ff02::204,0,0,0
1759286993,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759286993,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759286995,any,109,N/A,N/A,N/A,N/A,N/A,0,0,0
1759286995,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,0
1759286996,eth0,90,Ethernet,IPv6,ICMP,fe80::84a8:6aff:fe0c:255,ff02::179,0,0,0
1759286996,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759286996,any,92,N/A,IPv6,ICMP,fe80::84a8:6aff:fe0c:255,ff02::179,0,0,0
1759286996,eth0,67,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759286996,any,69,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,0
1759286996,eth0,90,Ethernet,IPv6,ICMP,fe80::84a8:6aff:fe0c:255,ff02::179,0,0,0
1759286996,any,92,N/A,IPv6,ICMP,fe80::84a8:6aff:fe0c:255,ff02::179,0,0,0
1759286996,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759286996,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759286996,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759286996,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,0
1759286996,eth1,110,Ethernet,IPv6,ICMP,fe80::d8af:a5ff:fed3:142,ff02::179,0,0,0
1759286996,any,112,N/A,IPv6,ICMP,fe80::d8af:a5ff:fed3:142,ff02::179,0,0,0
1759286996,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759286996,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,0
1759286996,eth0,110,Ethernet,IPv6,ICMP,fe80::84a8:6aff:fe0c:255,ff02::179,0,0,0
1759286996,any,112,N/A,IPv6,ICMP,fe80::84a8:6aff:fe0c:255,ff02::179,0,0,0
1759286996,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,0
