timestamp,device_id,interface_name,action,hardware_addr,ips
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,dbus-session,Added,N/A,
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,eth2,Added,72:26:09:48:70:bb,10.0.25.153; fe80::7026:9ff:fe48:70
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,bluetooth-monitor,Added,N/A,
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,eth1,Added,42:46:df:a1:02:32,107.125.128.128; fe80::4046:dfff:fea1:72
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,docker0,Added,02:42:09:9e:46:54,172.17.0.207; fe80::42:9ff:fe9e:209
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,any,Added,N/A,
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,nflog,Added,N/A,
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,nfqueue,Added,N/A,
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,dbus-system,Added,N/A,
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,lo,Added,N/A,127.0.0.1; ::105
1759262852,mysqlwebhost2.bnsdq.ozxfs.laefh.kvugl,eth0,Added,86:cf:4e:9d:32:1f,172.30.0.165; fe80::84cf:4eff:fe9d:143
