timestamp,pid,ppid,real_uid,effective_uid,saved_uid,filesystem_uid,real_gid,effective_gid,saved_gid,filesystem_gid,vm_peak,vm_size,vm_hwm,vm_stk,vm_data,threads,name,state,device_id,cpu
1759295958,32266,32265,1001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11059200,11034624,5087232,135168,659456,1,sudo,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32282,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3215360,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32318,32288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,507904,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32288,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3117056,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32317,32283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,507904,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32268,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728137728,728137728,7868416,135168,105218048,4,foundryc,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32278,1,101,101,101,101,102,102,102,102,16568320,16568320,6090752,135168,630784,1,systemd-network,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.39116206612798443
1759295958,32316,32286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,573440,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32269,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3354624,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32283,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3235840,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32319,32282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,512000,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32265,32264,1001,1001,1001,1001,1001,1001,1001,1001,6979584,6979584,3284992,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32267,32266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10379264,10379264,4030464,135168,294912,1,systemctl,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32281,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3158016,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32311,32281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,569344,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32309,32269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,573440,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32258,2601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15101952,15065088,8867840,135168,1171456,1,sshd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.19548736875853112
1759295958,32264,32258,1001,1001,1001,1001,1001,1001,1001,1001,15065088,15065088,4927488,135168,1171456,1,sshd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295958,32286,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3338240,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32406,1,101,101,101,101,102,102,102,102,16568320,16568320,6131712,135168,630784,1,systemd-network,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,1.832823731281073
1759295963,32395,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728137728,728137728,7872512,135168,105218048,5,foundryc,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32392,32391,1001,1001,1001,1001,1001,1001,1001,1001,6979584,6979584,3186688,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32394,32393,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10379264,10379264,3928064,135168,294912,1,systemctl,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32396,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3268608,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32385,2601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15101952,15065088,8900608,135168,1171456,1,sshd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32393,32392,1001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11059200,11034624,5173248,135168,659456,1,sudo,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32409,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169357312,169357312,6107136,1060864,19693568,1,(bash),R (running),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32381,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1331765248,1331765248,92487680,135168,138170368,4,discern-file-so,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,45.655236039239966
1759295963,32408,32396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10379264,10379264,1232896,135168,294912,1,systemctl,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32391,32385,1001,1001,1001,1001,1001,1001,1001,1001,15065088,15065088,4661248,135168,1171456,1,sshd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32410,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4096,4096,4096,4096,N/A,1,(bash),R (running),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32407,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295963,32411,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169357312,169357312,4751360,1060864,19693568,1,(bash),R (running),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32471,32410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,569344,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32410,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3203072,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32396,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3268608,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32391,32385,1001,1001,1001,1001,1001,1001,1001,1001,15065088,15065088,4661248,135168,1171456,1,sshd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32468,32411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,569344,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32486,1,101,101,101,101,102,102,102,102,16568320,16568320,7401472,135168,630784,1,systemd-network,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,1.340172472906725
1759295968,32411,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3211264,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32392,32391,1001,1001,1001,1001,1001,1001,1001,1001,6979584,6979584,3186688,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32393,32392,1001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11059200,11034624,5173248,135168,659456,1,sudo,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32473,32412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,516096,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32412,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3145728,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32381,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1332027392,1332027392,106078208,135168,138432512,4,discern-file-so,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,59.42049865159265
1759295968,32394,32393,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10379264,10379264,3928064,135168,294912,1,systemctl,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32385,2601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15101952,15065088,8900608,135168,1171456,1,sshd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32496,203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23175168,22110208,4222976,135168,860160,1,systemd-udevd,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32463,32396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,569344,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32461,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32472,32409,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,507904,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32474,32413,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,507904,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32413,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3325952,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32409,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3137536,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295968,32407,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32461,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32562,1,101,101,101,101,102,102,102,102,16568320,16568320,6062080,135168,630784,1,systemd-network,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.9056032996088496
1759295973,32543,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3153920,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32570,32543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,577536,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32538,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32539,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728137728,728137728,8032256,135168,105218048,5,foundryc,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.30183155495473996
1759295973,32499,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1647706112,1580597248,22192128,135168,82202624,5,discern-interfa,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.15839743927704833
1759295973,32571,32542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,581632,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32573,32541,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,516096,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32407,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32544,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3043328,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32540,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3223552,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32510,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,kworker/u2,I (idle),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32541,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3178496,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32542,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6979584,6979584,3063808,135168,278528,1,bash,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
1759295973,32565,32540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5492736,5492736,577536,135168,180224,1,sleep,S (sleeping),learner.bnsdq.ozxfs.igokp.kvugl,0.0
