timestamp,pid,ppid,real_uid,effective_uid,saved_uid,filesystem_uid,real_gid,effective_gid,saved_gid,filesystem_gid,vm_peak,vm_size,vm_hwm,rss_shmem,vm_stk,vm_data,threads,name,state,device_id,cpu
1759262629,340,1,103,103,103,103,109,109,109,109,208793600,208793600,202739712,N/A,135168,201064448,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.2958733231944899
1759262629,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.262638165619617
1759262629,181,1,0,0,0,0,0,0,0,0,116875264,116867072,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.19265593888790442
1759262629,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,R (running),dns1.bnsdq.ozxfs.laefh.kvugl,2.6331864182716274
1759262629,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010142417120090033
1759262635,340,1,103,103,103,103,109,109,109,109,209215488,209215488,203010048,N/A,135168,201486336,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.29614927169146776
1759262635,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.262241947993854
1759262635,181,1,0,0,0,0,0,0,0,0,116875264,116867072,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.1926522748696519
1759262635,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.63051254633939
1759262635,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010131546490988912
1759262640,340,1,103,103,103,103,109,109,109,109,209215488,209215488,203280384,N/A,135168,201486336,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.2960448037024316
1759262640,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.262886854145827
1759262640,181,1,0,0,0,0,0,0,0,0,116875264,116867072,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.1928435311010878
1759262640,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,R (running),dns1.bnsdq.ozxfs.laefh.kvugl,2.628490246904184
1759262640,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010120856011144779
1759262645,340,1,103,103,103,103,109,109,109,109,209485824,209485824,203497472,N/A,135168,201756672,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.29613008964989634
1759262645,77171,1,0,0,0,0,0,0,0,0,1399926784,1399926784,146305024,N/A,135168,189554688,4,discern-file-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,53.60032235203321
1759262645,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.2623055996048613
1759262645,181,1,0,0,0,0,0,0,0,0,116875264,116867072,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.19284090870547826
1759262645,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.6234084404785287
1759262650,340,1,103,103,103,103,109,109,109,109,209637376,209637376,203497472,N/A,135168,201908224,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.29602053898308306
1759262650,77171,1,0,0,0,0,0,0,0,0,1467367424,1467367424,232726528,N/A,135168,277966848,4,discern-file-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,59.471582999626314
1759262650,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.2613019627336066
1759262650,181,1,0,0,0,0,0,0,0,0,129495040,129495040,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.19302818909414338
1759262650,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.620883631563583
1759262656,340,1,103,103,103,103,109,109,109,109,209911808,209911808,203661312,N/A,135168,202182656,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.29591266604572086
1759262656,77171,1,0,0,0,0,0,0,0,0,1467695104,1467695104,232726528,N/A,135168,278294528,4,discern-file-so,D (disk sleep),dns1.bnsdq.ozxfs.laefh.kvugl,63.31933871096442
1759262656,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.2601108461015182
1759262656,181,1,0,0,0,0,0,0,0,0,129495040,129495040,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.19283296138143544
1759262656,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.6185923207569766
1759262661,340,1,103,103,103,103,109,109,109,109,210071552,210071552,203931648,N/A,135168,202342400,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.2958104667769452
1759262661,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.259767284786627
1759262661,181,1,0,0,0,0,0,0,0,0,129495040,129495040,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.1930243524088373
1759262661,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.625095000985698
1759262661,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010077963223368595
1759262666,340,1,103,103,103,103,109,109,109,109,210206720,210206720,203931648,N/A,135168,202477568,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.295709506979702
1759262666,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.260232524828066
1759262666,181,1,0,0,0,0,0,0,0,0,129495040,129495040,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.1928337797532227
1759262666,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,R (running),dns1.bnsdq.ozxfs.laefh.kvugl,2.6262541845807985
1759262666,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010067480409361364
1759262671,340,1,103,103,103,103,109,109,109,109,210370560,210370560,204201984,N/A,135168,202641408,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.2957994319629102
1759262671,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.260494782094239
1759262671,181,1,0,0,0,0,0,0,0,0,129495040,129495040,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.1932161783406657
1759262671,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.6325615966597984
1759262671,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010057009476731008
1759262676,340,1,103,103,103,103,109,109,109,109,210644992,210644992,204472320,N/A,135168,202915840,1,dbus-daemon,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.295699162516372
1759262676,3315,1,0,0,0,0,0,0,0,0,1954066432,1922756608,54333440,N/A,135168,183574528,13,discern-network,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.26096215371099
1759262676,181,1,0,0,0,0,0,0,0,0,129495040,129495040,39288832,4096,135168,28258304,1,systemd-journal,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.19302610550966673
1759262676,72636,1,0,0,0,0,0,0,0,0,1264619520,1264619520,17289216,N/A,135168,45826048,4,discern-proc-so,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,2.633648267648431
1759262676,3955,1,0,0,0,0,0,0,0,0,1647706112,1580859392,23429120,N/A,135168,82464768,5,discern-interfa,S (sleeping),dns1.bnsdq.ozxfs.laefh.kvugl,0.0010046587321637203
